centreline_id,direction,location,class_type,daily_temperature,daily_precipitation,datetime_bin_start,datetime_bin_end,volume
14047506,Westbound,RICHMOND ST E WB W OF JARVIS ST,Cyclists,15,5,2018-10-07 14:00:00,2018-10-07 15:00:00,17
14047506,Westbound,RICHMOND ST E WB W OF JARVIS ST,Cyclists,15,5,2018-10-07 13:00:00,2018-10-07 14:00:00,16
14047506,Westbound,RICHMOND ST E WB W OF JARVIS ST,Cyclists,15,5,2018-10-07 12:00:00,2018-10-07 13:00:00,15
14047506,Westbound,RICHMOND ST E WB W OF JARVIS ST,Cyclists,15,5,2018-10-07 11:00:00,2018-10-07 12:00:00,16
14047506,Westbound,RICHMOND ST E WB W OF JARVIS ST,Cyclists,15,5,2018-10-07 10:00:00,2018-10-07 11:00:00,15
14047506,Westbound,RICHMOND ST E WB W OF JARVIS ST,Cyclists,15,5,2018-10-07 09:00:00,2018-10-07 10:00:00,14
14047506,Westbound,RICHMOND ST E WB W OF JARVIS ST,Cyclists,15,5,2018-10-07 08:00:00,2018-10-07 09:00:00,4
14047506,Westbound,RICHMOND ST E WB W OF JARVIS ST,Cyclists,15,5,2018-10-07 07:00:00,2018-10-07 08:00:00,10
14047506,Westbound,RICHMOND ST E WB W OF JARVIS ST,Cyclists,15,5,2018-10-07 06:00:00,2018-10-07 07:00:00,4
14047506,Westbound,RICHMOND ST E WB W OF JARVIS ST,Cyclists,15,5,2018-10-07 05:00:00,2018-10-07 06:00:00,2
14047506,Westbound,RICHMOND ST E WB W OF JARVIS ST,Cyclists,15,5,2018-10-07 04:00:00,2018-10-07 05:00:00,2
14047506,Westbound,RICHMOND ST E WB W OF JARVIS ST,Cyclists,15,5,2018-10-07 03:00:00,2018-10-07 04:00:00,0
14047506,Westbound,RICHMOND ST E WB W OF JARVIS ST,Cyclists,15,5,2018-10-07 02:00:00,2018-10-07 03:00:00,0
14047506,Westbound,RICHMOND ST E WB W OF JARVIS ST,Cyclists,15,5,2018-10-07 01:00:00,2018-10-07 02:00:00,2
14047506,Westbound,RICHMOND ST E WB W OF JARVIS ST,Cyclists,15,5,2018-10-07 00:00:00,2018-10-07 01:00:00,5
8313231,Eastbound,ADELAIDE ST E EB W OF JARVIS ST,Cyclists,17,1,2018-10-06 23:00:00,2018-10-07 00:00:00,10
8313231,Eastbound,ADELAIDE ST E EB W OF JARVIS ST,Cyclists,17,1,2018-10-06 22:00:00,2018-10-06 23:00:00,12
8313231,Eastbound,ADELAIDE ST E EB W OF JARVIS ST,Cyclists,17,1,2018-10-06 21:00:00,2018-10-06 22:00:00,14
8313231,Eastbound,ADELAIDE ST E EB W OF JARVIS ST,Cyclists,17,1,2018-10-06 20:00:00,2018-10-06 21:00:00,26
